"block_id","direction_id","original_trip_id","route_id","trip_headsign","shape_id","service_id","trip_id","trip_short_name","wheelchair_accessible"
"a_464","0","WAR_464_V37_M","WAR","Warminster","406417","M3_merged_815009","WAR_464_V37_M_merged_815337","464","1"
"b_9701","1","TRE_9701_V37_M","TRE","Trenton","007701","M3_merged_815012","TRE_9701_V37_M_merged_815900","9701","1"
"a_9467","1","AIR_9467_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9467_V50_M_merged_815108","9467","1"
"a_8377","1","MED_8377_V37_M","MED","Elwyn","007301","M3_merged_815009","MED_8377_V37_M_merged_815025","8377","1"
"a_453","1","WAR_453_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815008","WAR_453_V25_M_merged_815354","453","1"
"a_9418","0","AIR_9418_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9418_V50_M_merged_815157","9418","1"
"b_530","0","","PAO","Center City Philadelphia","505004","M1_merged_815011","PAO_530_V26_M","530","1"
"a_231","1","NOR_231_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815009","NOR_231_V37_M_merged_815651","231","1"
"b_723","1","CHE_723_V26_M","CHE","Center City Philadelphia","720007","M1_merged_815011","CHE_723_V26_M_merged_816026","723","1"
"a_3204","0","NOR_3204_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815010","NOR_3204_V50_M_merged_815864","3204","1"
"b_3858","0","FOX_3858_V25_M","FOX","Fox Chase","406815","M1_merged_815011","FOX_3858_V25_M_merged_815959","3858","1"
"b_2510","0","WIL_2510_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815013","WIL_2510_V50_M_merged_816653","2510","1"
"a_224","0","WIL_224_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815009","WIL_224_V37_M_merged_815670","224","1"
"a_730","0","CHE_730_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815009","CHE_730_V37_M_merged_815548","730","1"
"b_407","1","AIR_407_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_407_V37_M_merged_816665","407","1"
"a_715","1","TRE_715_V37_M","TRE","Trenton","007701","M3_merged_815009","TRE_715_V37_M_merged_815794","715","1"
"a_212","0","NOR_212_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815008","NOR_212_V26_M_merged_815091","212","1"
"a_434","0","AIR_434_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_434_V37_M_merged_815343","434","1"
"b_563","1","LAN_563_V37_M","LAN","Center City Philadelphia","538007","M3_merged_815012","LAN_563_V37_M_merged_815962","563","1"
"b_6329","1","WTR_6329_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815013","WTR_6329_V28_M_merged_816744","6329","1"
"b_3868","0","MED_3868_V25_M","MED","Center City Philadelphia","301406","M1_merged_815011","MED_3868_V25_M_merged_816537","3868","1"
"a_2518","0","WIL_2518_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815010","WIL_2518_V50_M_merged_815291","2518","1"
"b_3505","1","WTR_3505_V50_M","WTR","Center City Philadelphia","327007","M2_merged_815013","WTR_3505_V50_M_merged_816590","3505","1"
"b_2500","0","LAN_2500_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2500_V50_M_merged_816409","2500","1"
"a_5308","0","PAO_5308_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5308_V51_M_merged_815299","5308","1"
"a_3457","1","WTR_3457_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815008","WTR_3457_V27_M_merged_815277","3457","1"
"a_5300","0","WTR_5300_V50_M","WTR","West Trenton","004327","M2_merged_815010","WTR_5300_V50_M_merged_815272","5300","1"
"a_4700","0","AIR_4700_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_4700_V50_M_merged_815532","4700","1"
"b_9447","1","AIR_9447_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9447_V50_M_merged_815892","9447","1"
"a_452","0","AIR_452_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_452_V50_M_merged_815097","452","1"
"b_703","1","CHE_703_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815012","CHE_703_V37_M_merged_816001","703","1"
"a_3457","1","WTR_3457_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815009","WTR_3457_V37_M_merged_815235","3457","1"
"b_442","0","WAR_442_V25_M","WAR","Warminster","406417","M1_merged_815011","WAR_442_V25_M_merged_816061","442","1"
"a_707","1","TRE_707_V26_M","TRE","Trenton","007701","M1_merged_815008","TRE_707_V26_M_merged_815062","707","1"
"b_706","0","CHE_706_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815012","CHE_706_V37_M_merged_816414","706","1"
"b_8387","1","FOX_8387_V37_M","FOX","Center City Philadelphia","815007","M3_merged_815012","FOX_8387_V37_M_merged_816366","8387","1"
"b_715","1","TRE_715_V37_M","TRE","Trenton","007701","M3_merged_815012","TRE_715_V37_M_merged_816666","715","1"
"a_5344","0","PAO_5344_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5344_V51_M_merged_815777","5344","1"
"a_5563","1","","PAO","Center City Philadelphia","522501","M1_merged_815008","PAO_5563_V26_M","5563","1"
"a_3425","1","AIR_3425_V27_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_3425_V27_M_merged_815038","3425","1"
"a_4336","0","AIR_4336_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_4336_V37_M_merged_815023","4336","1"
"a_228","0","NOR_228_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815008","NOR_228_V26_M_merged_815224","228","1"
"b_9476","0","AIR_9476_V52_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9476_V52_M_merged_816419","9476","1"
"b_547","1","LAN_547_V37_M","LAN","Center City Philadelphia","538007","M3_merged_815012","LAN_547_V37_M_merged_816586","547","1"
"b_3236","0","MED_3236_V50_M","MED","Center City Philadelphia","301406","M2_merged_815013","MED_3236_V50_M_merged_816283","3236","1"
"a_706","0","CHE_706_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815009","CHE_706_V37_M_merged_815542","706","1"
"b_9312","0","MED_9312_V52_M","MED","Center City Philadelphia","301007","M2_merged_815013","MED_9312_V52_M_merged_816169","9312","1"
"b_215","1","NOR_215_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815011","NOR_215_V27_M_merged_816482","215","1"
"a_8387","1","FOX_8387_V37_M","FOX","Center City Philadelphia","815007","M3_merged_815009","FOX_8387_V37_M_merged_815494","8387","1"
"a_5221","1","WIL_5221_V51_M","WIL","Wilmington","007203","M2_merged_815010","WIL_5221_V51_M_merged_815446","5221","1"
"b_539","1","","PAO","Malvern","007505","M1_merged_815011","PAO_539_V25_M","539","1"
"b_5308","0","WTR_5308_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5308_V51_M_merged_816628","5308","1"
"a_2327","1","MED_2327_V50_M","MED","Elwyn","007301","M2_merged_815010","MED_2327_V50_M_merged_815728","2327","1"
"a_730","0","CHE_730_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815008","CHE_730_V26_M_merged_815723","730","1"
"a_570","0","LAN_570_V26_M","LAN","Lansdale","004538","M1_merged_815008","LAN_570_V26_M_merged_815255","570","1"
"a_475","1","WAR_475_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815008","WAR_475_V25_M_merged_815122","475","1"
"a_6801","1","FOX_6801_V51_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_6801_V51_M_merged_815564","6801","1"
"b_6446","0","WAR_6446_V51_M","WAR","Warminster","004417","M2_merged_815013","WAR_6446_V51_M_merged_816416","6446","1"
"a_3236","0","MED_3236_V50_M","MED","Center City Philadelphia","301406","M2_merged_815010","MED_3236_V50_M_merged_815411","3236","1"
"b_1543","1","PAO_1543_V50_M","PAO","Paoli/Thorndale","006501","M2_merged_815013","PAO_1543_V50_M_merged_816682","1543","1"
"b_3553","1","WTR_3553_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815013","WTR_3553_V52_M_merged_816593","3553","1"
"b_448","0","AIR_448_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_448_V50_M_merged_816034","448","1"
"a_4370","0","AIR_4370_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_4370_V37_M_merged_815762","4370","1"
"b_6213","1","NOR_6213_V52_M","NOR","Center City Philadelphia","228004","M2_merged_815013","NOR_6213_V52_M_merged_816083","6213","1"
"b_9410","0","AIR_9410_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9410_V50_M_merged_816467","9410","1"
"a_2530","0","LAN_2530_V50_M","LAN","Lansdale","406531","M2_merged_815010","LAN_2530_V50_M_merged_815581","2530","1"
"a_469","1","WAR_469_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815009","WAR_469_V37_M_merged_815296","469","1"
"b_522","0","","PAO","Center City Philadelphia","501004","M3_merged_815012","PAO_522_V37_M","522","1"
"b_219","1","WIL_219_V27_M","WIL","Wilmington","007203","M1_merged_815011","WIL_219_V27_M_merged_816382","219","1"
"a_724","0","TRE_724_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_724_V51_M_merged_815831","724","1"
"b_412","0","AIR_412_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_412_V50_M_merged_816566","412","1"
"b_449","1","WAR_449_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_449_V50_M_merged_816088","449","1"
"b_426","0","WAR_426_V25_M","WAR","Warminster","406417","M1_merged_815011","WAR_426_V25_M_merged_816202","426","1"
"a_710","0","TRE_710_V37_M","TRE","Center City Philadelphia","701004","M3_merged_815009","TRE_710_V37_M_merged_815535","710","1"
"b_421","1","AIR_421_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_421_V37_M_merged_816565","421","1"
"b_3868","0","FOX_3868_V37_M","FOX","Fox Chase","406815","M3_merged_815012","FOX_3868_V37_M_merged_816517","3868","1"
"a_5522","0","","PAO","Center City Philadelphia","501522","M3_merged_815009","PAO_5522_V37_M","5522","1"
"a_2532","0","WIL_2532_V50_M","WIL","Center City Philadelphia","205406","M2_merged_815010","WIL_2532_V50_M_merged_815676","2532","1"
"a_5215","1","LAN_5215_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5215_V51_M_merged_815117","5215","1"
"b_547","1","LAN_547_V26_M","LAN","Center City Philadelphia","538007","M1_merged_815011","LAN_547_V26_M_merged_816198","547","1"
"b_6801","1","FOX_6801_V51_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_6801_V51_M_merged_816436","6801","1"
"b_3501","1","PAO_3501_V50_M","PAO","Thorndale","007501","M2_merged_815013","PAO_3501_V50_M_merged_816067","3501","1"
"a_838","0","FOX_838_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_838_V50_M_merged_815042","838","1"
"b_710","0","TRE_710_V37_M","TRE","Center City Philadelphia","701004","M3_merged_815012","TRE_710_V37_M_merged_816407","710","1"
"b_207","1","WIL_207_V26_M","WIL","Wilmington","007203","M1_merged_815011","WIL_207_V26_M_merged_816587","207","1"
"b_421","1","WAR_421_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815012","WAR_421_V37_M_merged_815952","421","1"
"b_715","1","CHE_715_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_715_V51_M_merged_816349","715","1"
"a_3537","1","PAO_3537_V52_M","PAO","Malvern","007505","M2_merged_815010","PAO_3537_V52_M_merged_815461","3537","1"
"b_9398","0","MED_9398_V37_M","MED","Center City Philadelphia","301007","M3_merged_815012","MED_9398_V37_M_merged_815903","9398","1"
"a_444","0","WAR_444_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_444_V50_M_merged_815462","444","1"
"b_810","0","FOX_810_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_810_V50_M_merged_816603","810","1"
"a_823","1","FOX_823_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_823_V50_M_merged_815862","823","1"
"b_554","0","","PAO","Center City Philadelphia","501004","M3_merged_815012","PAO_554_V37_M","554","1"
"b_418","0","WAR_418_V37_M","WAR","Warminster","406417","M3_merged_815012","WAR_418_V37_M_merged_816405","418","1"
"a_6507","1","LAN_6507_V26_M","LAN","Center City Philadelphia","538004","M1_merged_815008","LAN_6507_V26_M_merged_815869","6507","1"
"b_474","0","WAR_474_V37_M","WAR","Warminster","406417","M3_merged_815012","WAR_474_V37_M_merged_816094","474","1"
"b_408","0","WAR_408_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_408_V50_M_merged_816230","408","1"
"b_717","1","CHE_717_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_717_V51_M_merged_816462","717","1"
"b_465","1","WAR_465_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_465_V50_M_merged_816134","465","1"
"b_555","1","","PAO","Malvern","007505","M3_merged_815012","PAO_555_V37_M","555","1"
"a_5225","1","WIL_5225_V51_M","WIL","Wilmington","007203","M2_merged_815010","WIL_5225_V51_M_merged_815860","5225","1"
"a_2321","1","NOR_2321_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2321_V50_M_merged_815605","2321","1"
"b_2500","0","WIL_2500_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815013","WIL_2500_V50_M_merged_816715","2500","1"
"a_554","0","LAN_554_V37_M","LAN","Lansdale","004538","M3_merged_815009","LAN_554_V37_M_merged_815204","554","1"
"b_738","0","CHE_738_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815011","CHE_738_V26_M_merged_816389","738","1"
"a_716","0","TRE_716_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_716_V51_M_merged_815278","716","1"
"a_839","1","FOX_839_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_839_V50_M_merged_815806","839","1"
"a_5308","0","WTR_5308_V51_M","WTR","West Trenton","004327","M2_merged_815010","WTR_5308_V51_M_merged_815756","5308","1"
"a_1510","0","PAO_1510_V50_M","PAO","Center City Philadelphia","505006","M2_merged_815010","PAO_1510_V50_M_merged_815282","1510","1"
"b_8381","1","MED_8381_V37_M","MED","Elwyn","007301","M3_merged_815012","MED_8381_V37_M_merged_815937","8381","1"
"a_4312","0","WTR_4312_V37_M","WTR","West Trenton","406327","M3_merged_815009","WTR_4312_V37_M_merged_815878","4312","1"
"a_472","0","AIR_472_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_472_V50_M_merged_815626","472","1"
"a_5555","1","","PAO","Center City Philadelphia","522505","M1_merged_815008","PAO_5555_V25_M","5555","1"
"b_728","0","TRE_728_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_728_V51_M_merged_816602","728","1"
"a_223","1","NOR_223_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815009","NOR_223_V37_M_merged_815638","223","1"
"a_9755","1","TRE_9755_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_9755_V51_M_merged_815055","9755","1"
"b_215","1","NOR_215_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815012","NOR_215_V37_M_merged_816239","215","1"
"a_465","1","AIR_465_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_465_V50_M_merged_815558","465","1"
"b_216","0","WIL_216_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815012","WIL_216_V37_M_merged_816324","216","1"
"a_4344","0","AIR_4344_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_4344_V27_M_merged_815717","4344","1"
"a_5264","0","PAO_5264_V50_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5264_V50_M_merged_815263","5264","1"
"a_424","0","WAR_424_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_424_V50_M_merged_815729","424","1"
"a_3862","0","MED_3862_V25_M","MED","Center City Philadelphia","301406","M1_merged_815008","MED_3862_V25_M_merged_815607","3862","1"
"a_215","1","NOR_215_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815008","NOR_215_V27_M_merged_815610","215","1"
"a_8389","1","FOX_8389_V37_M","FOX","Center City Philadelphia","815007","M3_merged_815009","FOX_8389_V37_M_merged_815186","8389","1"
"a_3549","1","WTR_3549_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815010","WTR_3549_V52_M_merged_815884","3549","1"
"a_711","1","TRE_711_V37_M","TRE","Trenton","007701","M3_merged_815009","TRE_711_V37_M_merged_815589","711","1"
"a_424","0","AIR_424_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_424_V50_M_merged_815141","424","1"
"b_4370","0","WTR_4370_V37_M","WTR","West Trenton","406327","M3_merged_815012","WTR_4370_V37_M_merged_816313","4370","1"
"a_9426","0","AIR_9426_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9426_V50_M_merged_815520","9426","1"
"a_4700","0","CHE_4700_V50_M","CHE","Chestnut Hill East","406720","M2_merged_815010","CHE_4700_V50_M_merged_815237","4700","1"
"a_9442","0","AIR_9442_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815010","AIR_9442_V50_M_merged_815795","9442","1"
"b_737","1","TRE_737_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_737_V51_M_merged_816556","737","1"
"b_231","1","NOR_231_V27_M","NOR","Center City Philadelphia","228007","M1_merged_815011","NOR_231_V27_M_merged_816139","231","1"
"b_3433","1","AIR_3433_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_3433_V37_M_merged_816675","3433","1"
"a_421","1","WAR_421_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815009","WAR_421_V37_M_merged_815080","421","1"
"b_715","1","TRE_715_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_715_V51_M_merged_816570","715","1"
"b_732","0","CHE_732_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815013","CHE_732_V51_M_merged_816472","732","1"
"b_3864","0","MED_3864_V37_M","MED","Center City Philadelphia","301406","M3_merged_815012","MED_3864_V37_M_merged_816464","3864","1"
"b_826","0","FOX_826_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_826_V50_M_merged_816100","826","1"
"b_417","1","AIR_417_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_417_V50_M_merged_816755","417","1"
"a_3501","1","WTR_3501_V50_M","WTR","Center City Philadelphia","327007","M2_merged_815010","WTR_3501_V50_M_merged_815174","3501","1"
"a_412","0","WAR_412_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_412_V50_M_merged_815193","412","1"
"a_4328","0","WTR_4328_V37_M","WTR","West Trenton","406327","M3_merged_815009","WTR_4328_V37_M_merged_815683","4328","1"
"a_6333","1","WTR_6333_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815010","WTR_6333_V28_M_merged_815332","6333","1"
"a_707","1","TRE_707_V37_M","TRE","Trenton","007701","M3_merged_815009","TRE_707_V37_M_merged_815569","707","1"
"b_5332","0","PAO_5332_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5332_V51_M_merged_816241","5332","1"
"b_3521","1","PAO_3521_V52_M","PAO","Paoli/Thorndale","007505","M2_merged_815013","PAO_3521_V52_M_merged_816037","3521","1"
"a_215","1","WIL_215_V27_M","WIL","Wilmington","007203","M1_merged_815008","WIL_215_V27_M_merged_815198","215","1"
"a_407","1","WAR_407_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815008","WAR_407_V25_M_merged_815205","407","1"
"a_426","0","AIR_426_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_426_V37_M_merged_815412","426","1"
"a_460","0","AIR_460_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_460_V50_M_merged_815504","460","1"
"b_842","0","FOX_842_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_842_V50_M_merged_816249","842","1"
"a_421","1","WAR_421_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_421_V50_M_merged_815852","421","1"
"a_862","0","FOX_862_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_862_V50_M_merged_815713","862","1"
"a_220","0","WIL_220_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815009","WIL_220_V37_M_merged_815560","220","1"
"b_444","0","AIR_444_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_444_V50_M_merged_815919","444","1"
"b_9435","1","AIR_9435_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9435_V50_M_merged_816689","9435","1"
"a_738","0","TRE_738_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815008","TRE_738_V26_M_merged_815149","738","1"
"b_456","0","WAR_456_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_456_V50_M_merged_816563","456","1"
"a_1503","1","PAO_1503_V50_M","PAO","Paoli/Thorndale","006505","M2_merged_815010","PAO_1503_V50_M_merged_815444","1503","1"
"b_5231","1","WIL_5231_V51_M","WIL","Marcus Hook","007205","M2_merged_815013","WIL_5231_V51_M_merged_816394","5231","1"
"b_223","1","WIL_223_V37_M","WIL","Wilmington","007203","M3_merged_815012","WIL_223_V37_M_merged_816650","223","1"
"a_714","0","CHE_714_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815008","CHE_714_V26_M_merged_815219","714","1"
"a_3208","0","NOR_3208_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815010","NOR_3208_V50_M_merged_815101","3208","1"
"a_403","1","AIR_403_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_403_V50_M_merged_815809","403","1"
"b_464","0","AIR_464_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_464_V25_M_merged_816032","464","1"
