pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
pw_617a8b85eaf347be,33035_node_mezzanine_unpaid_near_30th_street_northwest_escalators,33035_node_mezzanine_faregate_central_unpaid,1,1,15.12,,,,,L Eastbound & Westbound | T Eastbound & Westbound,SEPTA Regional Rail Lines | Amtrak | Elevator to 30th Street | Exit
pw_651d556fa013d43d,33035_node_platform_stair_market_central_northeast,33035_boarding_eastbound_platform_1,1,1,32.77,,,,,L1 Eastbound Frankford Transit Center,T | Exit to Street
pw_6904ac3b6f56c4b9,33035_node_mezzanine_30th_street_northwest_escalator_south,33035_node_south_escalator_30th_street_nw_street_level,4,0,,28,,,,,
pw_6c9c833855aa7202,33035_node_mezzanine_faregate_market_central_southwest_unpaid,33035_node_mezzanine_unpaid_ramp_31st_street_northeast,1,1,13.45,,,,,Elevator to 31st & Market Streets,
pw_72acd1733e28d183,33035_node_platform_stair_trolley_westbound,33035_boarding_trolley_westbound,1,1,2.64,,,,,,
pw_7aabb9f3db044ad8,33035_node_mezzanine_paid_central_south,33035_node_mezzanine_paid_elevator_market_central_northeast,1,1,29.14,,,,,L Eastbound & Westbound,
pw_7cae56b8ad80252b,33035_node_mezzanine_rotogate_market_central_southwest_paid,33035_node_mezzanine_paid_market_southwest_south,1,1,6.45,,,,,Exit 31st Street,
pw_7fd61d46094d541c,33035_node_mezzanine_paid_central_south,33035_node_mezzanine_paid_stair_market_central_northeast,1,1,10.34,,,,,L Eastbound | L Westbound,
pw_823dc5682e4e2b33,33035_node_mezzanine_paid_stair_market_central_northeast,33035_node_platform_stair_market_central_northeast,2,1,,,23,,,L Westbound | L Eastbound,T | Exit to Street
pw_888ee5e9a226ad16,33035_node_mezzanine_unpaid_ramp_31st_street_northeast,33035_node_mezzanine_unpaid_31st_street_northeast,1,1,6.92,,,,,Exit 31st Street,
pw_8d5801d0d6174bb0,33035_node_mezzanine_faregate_central_unpaid,33035_node_mezzanine_market_central_northeast_stair,1,1,9.48,,,,,,
pw_8dbc268952b48921,33035_node_platform_elevator_trolley_westbound,33035_node_mezzanine_paid_elevator_trolley_westbound,5,1,,38,,,0.9,T Westbound,
pw_8dc2e535fff168e4,33035_node_mezzanine_30th_street_northwest_stair,33035_node_mezzanine_faregate_central_unpaid,1,1,29.33,,,,,L Eastbound & Westbound | T Eastbound & Westbound,"William H. Gray III 30th Street Station | Amtrak Regional Rail | 30th Street & Market Street NW | Exit | 9, 30, 31, 44, 49, 62, 125"
pw_8eafb66a644ed864,33035_node_mezzanine_faregate_central_unpaid,33035_node_mezzanine_unpaid_market_central_northeast,1,1,21.65,,,,,Exit | Drexel Square Park | Regional Rail | Amtrak,L Eastbound & Westbound | T Eastbound & Westbound
pw_9080d4150ea1f839,33035_node_mezzanine_paid_central_north,33035_node_mezzanine_paid_stair_market_central_northeast,1,1,11.0,,,,,L Eastbound | L Westbound,
pw_92a7580545a519ac,33035_node_platform_stair_market_central_northeast,33035_boarding_westbound_platform_1,1,1,31.78,,,,,L1 Westbound 69th Street Transit Center,T | Exit to Street
pw_93b07380276c4ac1,33035_node_mezzanine_30th_street_southwest_stair,33035_node_mezzanine_unpaid_near_30th_street_southwest,1,1,3.86,,,,,L | T,30th Street Exit
pw_998f45208ad05a76,33035_node_mezzanine_rotogate_market_northeast_unpaid,33035_node_mezzanine_unpaid_market_central,1,1,10.18,,,,,Exit 30th Street | Regional Rail | Amtrak,L Eastbound & Westbound | T Eastbound & Westbound
pw_99acb53c50085dcd,33035_node_mezzanine_rotogate_market_central_northeast_paid,33035_node_mezzanine_paid_elevator_market_central_northeast,1,1,4.56,,,,,,
pw_9e684d81eec1ebf5,33035_node_mezzanine_paid_stair_trolley_eastbound,33035_node_platform_stair_trolley_eastbound,2,1,,,27,,,T Eastbound,
pw_9f06e1d4ec9a51c8,33035_node_mezzanine_unpaid_market_central_northeast,33035_node_mezzanine_unpaid_market_central,1,1,14.87,,,,,SEPTA Regional Rail Lines | Amtrak | Elevator to 30th Street | Exit,L Eastbound & Westbound | T Eastbound & Westbound
pw_a9c870d9ec3b425a,33035_boarding_westbound_platform_1,33035_boarding_westbound_platform_2,1,1,73.51,,,,,,
pw_ad26c55f0a76867e,33035_node_mezzanine_paid_stair_trolley_westbound,33035_node_mezzanine_paid_central_north,1,1,7.68,,,,,T Westbound,
pw_adee77ad9aadaaec,33035_node_mezzanine_paid_elevator_market_central_southwest,33035_node_mezzanine_paid_market_southwest_south,1,1,3.96,,,,,,
pw_af2f43de4c5e313a,33035_node_mezzanine_unpaid_31st_street_northeast,33035_node_mezzanine_unpaid_near_31st_street_northeast,2,1,3.5,,3,,,,Exit 31st Street
pw_b338685e4268c8de,33035_node_mezzanine_30th_street_northwest_escalator_south,33035_node_mezzanine_unpaid_near_30th_street_northwest_escalators,1,1,2.98,,,,,L Eastbound & Westbound | T Eastbound & Westbound,SEPTA Regional Rail Lines | Amtrak | Elevator to 30th Street | Exit
pw_b3594a6e00dd240e,33035_node_30th_street_southwest_stair,33035_node_mezzanine_30th_street_southwest_stair,2,1,,,33,,,,
pw_b3cba788885dfa6f,33035_entrance_31st_street_southeast,33035_node_31st_street_southeast_stair_street,1,1,3.02,,,,,L | T | Drexel Station at 30th Street,
pw_b796dae135b1712f,33035_node_mezzanine_rotogate_market_central_northeast_unpaid,33035_node_mezzanine_rotogate_market_central_northeast_paid,6,1,2.4,,,,0.9,Eastbound & Westbound L | Eastbound & Westbound T,Exit 30th Street | Regional Rail | Amtrak
pw_b88b306c1f15f915,33035_node_mezzanine_unpaid_near_30th_street_southwest,33035_node_mezzanine_unpaid_30th_street_southwest,1,1,6.48,,,,,30th Street Exit,
pw_b8ef77c26551b6ad,33035_node_platform_elevator_market_central_northeast,33035_boarding_westbound_platform_1,1,1,11.65,,,,,L1 Westbound 69th Street Transit Center,Elevator to Trolleys and Exit
pw_bbecc9e1c15cb31f,33035_node_31st_street_northeast_elevator,33035_node_31st_street_northeast_elevator_mezzanine,5,1,,34,,,0.9,,
pw_bd204647562a1cfa,33035_node_platform_stair_market_southwest,33035_boarding_eastbound_platform_2,1,1,36.67,,,,,L1 Eastbound Frankford Transit Center,Exit to Street
pw_bdea61680a8d39f3,33035_entrance_31st_street_northeast,33035_node_31st_street_northeast_elevator,1,1,5.02,,,,,Elevator to Market-Frankford Line | Trolleys,
pw_c0bae6a61a61c2ff,33035_node_mezzanine_paid_central_south,33035_node_mezzanine_paid_stair_central,1,1,11.18,,,,,,
pw_c3f3a02ab7cc359b,33035_node_mezzanine_unpaid_near_31st_street_northeast,33035_node_mezzanine_unpaid_ramp_31st_street_northeast,1,1,6.8,,,,,,Exit 31st Street
pw_c4b9459bc4029b93,33035_node_mezzanine_paid_central_south,33035_node_mezzanine_paid_stair_trolley_eastbound,1,1,10.83,,,,,T Eastbound,
pw_c65dc60957d3d9e7,33035_node_mezzanine_paid_stair_market_central_northeast,33035_node_mezzanine_faregate_central_paid,1,1,12.34,,,,,L Westbound | L Eastbound,Exit
pw_cdcbfad2ed9d9ad0,33035_node_31st_street_northeast_stair,33035_node_31st_street_northeast_stair_mezzanine,2,1,,,33,,,,
pw_d1b543cab3be95b4,33035_node_platform_stair_market_northeast,33035_boarding_westbound_platform_1,1,1,3.55,,,,,L1 Westbound 69th Street Transit Center,Exit | 30th Street & Market Street | Regional Rail | Amtrak
pw_d47edc39bcf1026b,33035_node_mezzanine_rotogate_market_southwest_unpaid,33035_node_mezzanine_unpaid_near_31st_street_northeast,1,1,3.68,,,,,,
pw_d5a54c6ac51a3d79,33035_node_platform_stair_market_central_southwest,33035_boarding_westbound_platform_2,1,1,8.69,,,,,L1 Westbound 69th Street Transit Center,T | Exit to Street
pw_d86ae9a61ea0b6da,33035_boarding_eastbound_platform_2,33035_boarding_eastbound_platform_1,1,1,75.66,,,,,,
pw_d997e68247ca823a,33035_node_platform_stair_market_southwest,33035_boarding_westbound_platform_2,1,1,37.86,,,,,L1 Westbound 69th Street Transit Center,Exit to Street
pw_e0d1dd97a4c9099d,33035_node_mezzanine_paid_stair_market_northeast,33035_node_platform_stair_market_northeast,2,1,,,23,,,L Westbound | L Eastbound,Exit | 30th Street & Market Street | Regional Rail | Amtrak
pw_e4ab47a549240810,33035_node_mezzanine_30th_street_northwest_elevator,33035_node_mezzanine_unpaid_market_central,1,1,17.07,,,,,L Eastbound & Westbound | T Eastbound & Westbound,Exit | Elevator to 30th Street
pw_e7043e83de3c0cc2,33035_node_mezzanine_paid_market_central_southwest,33035_node_mezzanine_faregate_market_central_southwest_paid,1,1,30.88,,,,,,Exit 31st Street
pw_e897e7e46127fb47,33035_node_mezzanine_30th_street_northwest_stair,33035_node_mezzanine_unpaid_market_central,1,1,9.43,,,,,L Eastbound & Westbound | T Eastbound & Westbound,Exit | 30th Street & Market Street NW
pw_e909a89c233e16b8,33035_entrance_30th_street_northwest,33035_node_30th_street_northwest_stair,1,1,4.38,,,,,Market-Frankford Line | Trolley Lines,
pw_ea13a998f2a4b751,33035_node_platform_elevator_market_central_southwest,33035_boarding_eastbound_platform_2,1,1,21.56,,,,,L1 Eastbound Frankford Transit Center,T | Exit to Street
pw_eba13b7fa38fbf67,33035_entrance_30th_street_southwest,33035_node_30th_street_southwest_stair,1,1,1.84,,,,,L | T | Drexel Station at 30th Street,
pw_f3e7bff6bceb95eb,33035_node_platform_elevator_market_central_northeast,33035_node_mezzanine_paid_elevator_market_central_northeast,5,1,,33,,,0.9,L Eastbound & Westbound,Elevator to Trolleys and Exit
pw_f4d1b8729a47ef57,33035_node_mezzanine_paid_elevator_market_central_southwest,33035_node_mezzanine_rotogate_market_central_southwest_paid,1,1,4.87,,,,,Exit 31st Street,
pw_f90a9fa61ccf4221,33035_entrance_30th_street_northwest,33035_node_30th_street_northwest_elevator,1,1,10.39,,,,,Drexel Station at 30th Street | L | T | Elevator,
pw_fb3f2d03acdeec72,33035_boarding_westbound_platform_2,33035_boarding_westbound_platform_3,1,1,81.63,,,,,,
pw_fdb89e9205a17a16,33035_node_mezzanine_unpaid_30th_street_southwest,33035_node_mezzanine_rotogate_30th_street_southwest_unpaid,1,1,2.96,,,,,L,30th Street Exit
pw_new_trolley_wb_stair,33035_node_mezzanine_paid_stair_trolley_westbound,33035_node_platform_stair_trolley_westbound,2,1,,,27,,,,
pw_0326e62229e5d787,33036_node_exitgate_north_east_unpaid,33036_entrance_north_east,1,1,3.89,,,,,,
pw_0dba23805e61836d,33036_node_elevator_central_platform,33036_boarding_track_1_position_3,1,1,141.27,,,,,Next Train,"Elevator | Exit To Street, Stadiums"
pw_1282044a38959148,33036_boarding_track_4_position_1,33036_boarding_track_4_position_2,1,1,59.41,,,,,,
pw_14b8dbc9a23b85c7,33036_boarding_track_1_position_4,33036_boarding_track_1_position_3,1,1,84.98,,,,,,
pw_15f928555921cb73,33036_node_faregate_central_east_paid,33036_node_elevator_central_street,1,1,4.49,,,,,"Elevator to B1, B2 | Northbound",Broad St & Pattison Av SW Exit
pw_1989d5a0d493399d,33036_boarding_track_1_position_2,33036_boarding_track_1_position_1,1,1,74.54,,,,,,
pw_2208f936bb8e9e0e,33036_node_exitgate_central_east_paid,33036_node_exitgate_central_east_unpaid,7,0,2.08,,,,0.45,Broad St & Pattison Av SW Exit,
pw_26e87831ce336613,33036_entrance_north_east,33036_node_faregate_north_east_unpaid,1,1,2.87,,,,,"B1, B2 | Northbound",
pw_2d9d919602ed457f,33036_boarding_track_4_position_3,33036_node_elevator_central_platform,1,1,123.99,,,,,"Elevator | Exit To Street, Stadiums",Next Train
pw_2f3dfe5984726e63,33036_boarding_track_4_position_3,33036_node_escalator_central_platform,1,1,38.19,,,,,"Exit To Street, Stadiums",Next Train
pw_3242895780d25d04,33036_node_faregate_central_east_paid,33036_node_escalator_central_street,1,1,9.02,,,,,"B1, B2 | Northbound to Fern Rock Transit Center",Broad St & Pattison Av SW Exit
pw_375e1cdc423d03a4,33036_node_faregate_central_east_paid,33036_node_stair_central_street,1,1,9.25,,,,,"B1, B2 | Northbound to Fern Rock Transit Center",Broad St & Pattison Av SW Exit
pw_398d8d40773d6616,33036_node_escalator_north_platform,33036_boarding_track_4_position_5,1,1,48.17,,,,,Next Train,"Exit To Street, Stadiums"
pw_39bf8dd2c5b9fc33,33036_boarding_track_4_position_3,33036_boarding_track_4_position_2,1,1,352.6,,,,,,
pw_3baa7e79d58d8553,33036_node_elevator_central_street,33036_node_elevator_central_platform,5,1,,29,,,0.9,,
pw_3d615b73f130b3cc,33036_node_exitgate_north_east_paid,33036_node_exitgate_north_east_unpaid,7,0,2.43,,,,0.45,Exit Broad St & Pattison Av NE,
pw_42b2ee198c32718d,33036_node_stair_central_platform,33036_node_stair_central_street,2,1,,,33,,,,
pw_493adc1bd81d3d62,33036_boarding_track_4_position_2,33036_node_stair_south_north_platform,1,1,30.18,,,,,"Exit To Street, Stadiums",Next Train
pw_499ec69b4216a72d,33036_boarding_track_1_position_6,33036_boarding_track_4_position_6,1,1,37.65,,,,,,
pw_50ad2840001408aa,33036_entrance_central_east,33036_node_faregate_central_east_unpaid,1,1,3.97,,,,,B | NRG Station,
pw_5205acfb358aadbc,33036_node_stair_central_platform,33036_boarding_track_1_position_3,1,1,51.48,,,,,Next Train,"Exit To Street, Stadiums"
pw_5cf0908feef37376,33036_boarding_track_4_position_6,33036_boarding_track_4_position_5,1,1,65.3,,,,,,
pw_5fe6a0f7f4028dc5,33036_node_exitgate_north_west_unpaid,33036_entrance_north_west,1,1,2.88,,,,,Exit Broad St & Pattison Av NE,
pw_6503b3497d52c07b,33036_node_faregate_north_west_unpaid,33036_node_faregate_north_west_paid,6,1,1.41,,,,0.43,"B1, B2 | Northbound",Exit Broad St & Pattison Av NE
pw_65c4679e4d6ef9bb,33036_boarding_track_1_position_3,33036_boarding_track_1_position_2,1,1,336.13,,,,,,
pw_6d5043c36e0814e0,33036_node_stair_north_platform,33036_boarding_track_1_position_5,1,1,57.87,,,,,Next Train,"Exit To Street, Stadiums"
pw_6fcee6d5e36b8c88,33036_node_escalator_north_street,33036_node_faregate_north_west_paid,1,1,7.43,,,,,Exit Broad St & Pattison Av NE,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_72e807faa0dd5c68,33036_boarding_track_4_position_4,33036_boarding_track_4_position_3,1,1,87.11,,,,,,
pw_7413f1750e33a970,33036_node_exitgate_north_west_paid,33036_node_exitgate_north_west_unpaid,7,0,2.15,,,,0.45,Exit Broad St & Pattison Av NE,
pw_7633d70166412e00,33036_node_escalator_north_platform,33036_node_escalator_north_street,4,0,,27,,,,,
pw_7ea4368ea9deb56a,33036_node_escalator_north_street,33036_node_exitgate_north_west_paid,1,1,3.79,,,,,Exit Broad St & Pattison Av NE,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_8be00f734da40e91,33036_node_exitgate_central_west_unpaid,33036_entrance_central_west,1,1,2.84,,,,,,
pw_8cc02b1d4ea41a9b,33036_node_escalator_central_platform,33036_node_escalator_central_street,4,0,,27,,,,,
pw_91a113080209d56d,33036_node_faregate_north_east_paid,33036_node_stair_north_street,1,1,4.19,,,,,"B1, B2 | Northbound to Fern Rock Transit Center",Exit Broad St & Pattison Av NE
pw_93bf221eba60e3fd,33036_node_stair_central_street,33036_node_exitgate_central_east_paid,1,1,3.41,,,,,Broad St & Pattison Av SW Exit,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_950e3a99d68993fd,33036_node_stair_north_street,33036_node_exitgate_north_west_paid,1,1,5.05,,,,,Exit Broad St & Pattison Av NE,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_a6c5f267149eae66,33036_node_escalator_north_street,33036_node_faregate_north_east_paid,1,1,4.05,,,,,Exit Broad St & Pattison Av NE,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_a77c2ac7e104c830,33036_node_stair_north_street,33036_node_exitgate_north_east_paid,1,1,7.99,,,,,Exit Broad St & Pattison Av NE,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_a9efb871855f7245,33036_boarding_track_1_position_5,33036_boarding_track_1_position_6,1,1,64.37,,,,,,
pw_ab78e2bb80ba78ea,33036_node_faregate_north_east_unpaid,33036_node_faregate_north_east_paid,6,1,2.13,,,,0.91,"B1, B2 | Northbound",Exit Broad St & Pattison Av NE
pw_ae62a90cd958276a,33036_boarding_track_4_position_1,33036_boarding_track_1_position_1,1,1,36.75,,,,,,
pw_b7d2001914bf2b15,33036_node_exitgate_central_east_unpaid,33036_entrance_central_east,1,1,5.06,,,,,,
pw_b7e9891eb45c5353,33036_node_escalator_central_street,33036_node_exitgate_central_west_paid,1,1,3.96,,,,,Broad St & Pattison Av SW Exit,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_c77d879a5417b104,33036_boarding_track_4_position_4,33036_boarding_track_4_position_5,1,1,164.72,,,,,,
pw_cccfdcaa187fd414,33036_node_stair_south_north_platform,33036_boarding_track_1_position_2,1,1,26.5,,,,,Next Train,"Exit To Street, Stadiums"
pw_cf0a7183549d6037,33036_boarding_track_4_position_1,33036_node_stair_south_south_platform,1,1,63.15,,,,,"Exit To Street, Stadiums",Next Train
pw_d2a69b75982ccb31,33036_node_escalator_north_street,33036_node_exitgate_north_east_paid,1,1,7.63,,,,,Exit Broad St & Pattison Av NE,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_d956dda5f6504fe2,33036_node_faregate_north_west_paid,33036_node_stair_north_street,1,1,8.48,,,,,"B1, B2 | Northbound to Fern Rock Transit Center",Exit Broad St & Pattison Av NE
pw_d9f47570f2448415,33036_node_stair_south_south_platform,33036_boarding_track_1_position_1,1,1,79.61,,,,,Next Train,"Exit To Street, Stadiums"
pw_e1ffc60eaa195ca0,33036_node_faregate_north_west_unpaid,33036_entrance_north_west,1,1,5.04,,,,,,
pw_ed1a5a76f56ed6d1,33036_node_stair_north_street,33036_node_stair_north_platform,2,1,,,32,,,"B1, B2 | Northbound to Fern Rock Transit Center","Exit To Street, Stadiums"
pw_ee9ccd8a6cd5986b,33036_node_exitgate_central_west_paid,33036_node_exitgate_central_west_unpaid,7,0,1.63,,,,0.45,Exit Only,
pw_ef5f787523d7fc10,33036_boarding_track_1_position_4,33036_boarding_track_1_position_5,1,1,161.64,,,,,,
pw_f7111f733571da7a,33036_node_faregate_central_east_unpaid,33036_node_faregate_central_east_paid,6,1,1.84,,,,0.91,"B1, B2 | Northbound",
pw_f807060f36db3385,33036_node_stair_central_street,33036_node_exitgate_central_west_paid,1,1,5.56,,,,,Broad St & Pattison Av SW Exit,"B1, B2 | Northbound to Fern Rock Transit Center"
pw_05ebe8e18a7c1b52,31034_entrance_69th_st_transit_center_shopping_concourse,31034_entrance_west_terminal_copley_st,1,1,71.51,,,,,,
pw_06ca9da4a755a4cf,31034_node_m1_lobby_south,31034_node_elevator_m1_lobby,1,1,3.0,,,,,Elevator,
pw_0c82b1802e3cf6e4,31034_entrance_west_terminal_island,15497_boarding_west_terminal_island_south,1,1,6.07,,,,,,
pw_0dbd52de3269b8d3,31034_node_stair_2_north_hall,31034_node_north_hall_north,1,1,2.67,,,,,,
pw_0e700dcce74f4517,31034_node_north_hall_south,31034_node_elevator_north_hall,1,1,4.26,,,,,Elevator to Street Level,
pw_108eb01ca396db5b,31034_node_main_hall,31034_node_main_concourse_entry,1,1,15.67,,,,,"Routes 101, 102 | Routes 104, 109, 110, 111, 112, 120, 126","Routes 21, 68, 107, 108, 113"
pw_131b69518202d9ac,31034_node_main_concourse_junction,31034_node_shopping_concourse_north,1,1,4.33,,,,,,
pw_17dd821049617efc,31034_node_west_terminal_crosswalk_market_st,31034_node_west_terminal_crosswalk_central,1,1,10.65,,,,,,
pw_19945085856b53de,15497_boarding_west_terminal_market_st_drop_off,31034_node_market_st_dropoff_west_terminal_corridor,1,1,23.84,,,,,,
pw_21567e833a895b69,31034_node_elevator_m1_lobby,31034_node_elevator_north_hall,5,1,,40,,,1.04,Elevator,Elevator to Street Level
pw_24ea82d390953132,31034_entrance_west_terminal_island,15497_boarding_west_terminal_island_north,1,1,5.57,,,,,,
pw_277a0d1ce079a8ff,entrance_69th_st_transit_center_north_terminal,2024_boarding_north_terminal,1,1,7.2,,,,,30 40th & Market | 65 Germantown-Chelten | 103 Ardmore | 105 Rosemont,
pw_28353f99c97abef3,21211,388,1,1,11.59,,,,,88 Bethayres/Frankford-Gregg,26 Chelten Av Station
pw_2fdc731e7f49c31d,20845_boarding_westbound_dropoff_central,31034_node_l1_unpaid_stair_drop_off,1,0,4.58,,,,,"Routes 21, 68, 104, 107, 108, 109, 110, 111, 112, 113, 120, 126 | Routes 30, 65, 103, 105, 106, 123 | Norristown High Speed Rail | Routes 101, 102 | Exit",
pw_30972bcb402e4a43,31034_node_l1_fare_gate_paid,31034_node_l1_paid_elevator_top,1,1,3.8,,,,,Market-Frankford Line | 69th St Transit Center Eastbound,
pw_30c2c79acea7ac3e,31034_node_curvy_ramp_top,entrance_69th_st_transit_center_main_hall,1,1,4.82,,,,,69th Street Transportation Center,Accessible Walkway
pw_32de6a88375c0a7b,31034_node_l1_fare_gate_paid,31034_node_l1_paid_stairs_top,1,1,7.67,,,,,,
pw_349af9393c8259e2,31034_node_l1_lobby,31034_node_main_hall,1,1,21.91,,,,,"Routes 21, 68, 107, 108, 113","Market-Frankford Line | Norristown Highspeed Line | Routes 30, 65, 103, 105, 106, 123"
pw_35e3f0d3239a3474,31034_node_west_concourse,31034_entrance_west_terminal_island,1,1,19.34,,,,,Exit,
pw_4027374ad7ea8c5d,21204,340,1,1,30.94,,,,,"20 Philadelphia Mills Mall , 50 Parx Casino",
pw_4080bf7179899d14,31034_node_l1_paid_elevator_top,31034_node_l1_paid_elevator_bottom,5,1,,36,,,1.04,,Elevator to Street Level
pw_4891669ce51a49d4,31034_node_m1_lobby_south,31034_node_stair_4_m1_lobby,1,1,8.25,,,,,,
pw_4b19a471ccaed736,31034_node_curvy_ramp_bottom,31034_node_curvy_ramp_landing,1,1,15.42,,,,,Market-Frankford | Accessible Walkway,
pw_4e01d679b3d1a6f5,31034_node_l1_lobby,31034_node_l1_fare_gate_unpaid,1,1,4.95,,,,,,
pw_4f57f0ae401548f4,31034_node_m1_north_access_pick_up_stairs,31034_entrance_north_access_pick_up_entrance_bus_terminal,2,1,10.99,,24,,,,
pw_521f2c3ea0316fa3,15497_boarding_west_terminal_island_north,31034_entrance_west_terminal_peninsula,1,1,15.86,,,,,,
pw_560c3e840e755f14,31034_node_m1_paid_doors,31034_node_m1_north_rotogate_paid_area,1,1,9.03,,,,,,
pw_58495d998d9292c1,20845_boarding_westbound_dropoff_east,20845_boarding_westbound_dropoff_central,1,1,48.92,,,,,,
pw_6129ca7d90c24ec6,entrance_69th_st_transit_center_main_hall,31034_node_main_hall,1,1,8.5,,,,,69th Street Transportation Center,Market Street | Exit
pw_625b0b69a15554a8,31034_node_main_and_west_concourses_junction,31034_node_main_concourse_west_end,1,1,21.07,,,,,"Routes 101, 102 | Routes 104, 112, 120, 126",
pw_65a460509222a89c,21211,21971,1,1,14.04,,,,,3 33rd-Cecil B. Moore,26 Chelten Av Station
pw_677113ae866a912b,31034_node_m1_north_rotogate_unpaid_area,31034_node_m1_north_access_pick_up_stairs,1,1,27.66,,,,,,
pw_6c043b3797d931a2,15497_boarding_west_terminal_market_st_drop_off,31034_node_west_terminal_crosswalk_market_st,1,1,5.52,,,,,,
pw_6c9fe07d88c19f5f,31034_node_west_terminal_crosswalk_central,15497_boarding_west_terminal_island_south,1,1,7.23,,,,,,
pw_6e23d03440ba7a53,31034_node_stair_4_m1_lobby,31034_node_stair_4_north_hall,2,1,,,24,,,"Routes 30, 65, 103, 105, 106, 123","Norristown High Speed Line | Market-Frankford Line | Routes 101, 102"
pw_70ea667f1a804f97,31034_node_l1_paid_elevator_bottom,416_boarding_l1_eastbound_central,1,1,4.34,,,,,Next Train,Elevator to Street Level
pw_736dfbd705016bec,21211,21967,1,1,22.64,,,,,19 Torresdale Station,26 Chelten Av Station
pw_77de646e08cf21b3,31034_node_north_hall_south,31034_node_stair_4_north_hall,1,1,6.68,,,,,"Routes 21, 68, 104, 107, 108, 109, 110, 111, 112, 113, 120, 126 | Norristown High Speed Rail | Routes 101, 102",
pw_791c881ca9b80f98,1148_boarding_south_terminal,31034_node_curvy_ramp_bottom,1,1,44.32,,,,,Accessible Walkway,21 Penn's Landing | OWL Frankford Transportation Center | 68 Broad-Gon | 108 Airport & Airport Business Center | 113 TriState Mall and Darby Trans Ctr
pw_792a41e2e358eab8,31034_node_l1_unpaid_stair_l1_lobby,31034_node_l1_lobby,1,0,18.55,,,,,"Market-Frankford Line | Routes 101, 102 | Routes 21, 68, 107, 108, 113, 126 | Routes 104, 109, 110, 111, 112, 120",
pw_7a87ca4d7d47889e,31034_node_l1_unpaid_stair_l1_lobby,31034_node_m1_lobby_south,1,0,7.69,,,,,"Routes 30, 65, 103, 105, 106, 123 | Norristown High Speed Line | Exit | Elevator",
pw_806f793bbb4d0e63,31034_node_m1_lobby_south,31034_node_m1_lobby_north,1,1,15.21,,,,,"Routes 30, 65, 103, 105, 106, 123",
pw_88e6a716aa0e0936,31034_node_m1_fare_gate_unpaid,31034_node_m1_fare_gate_paid,1,1,3.65,,,,0.9,Norristown High Speed Line All Tracks,
pw_8af27fde01609324,31034_node_tributary_stair_bottom,31034_entrance_69th_st_transit_center_shopping_concourse,1,1,15.74,,,,,,
pw_8b772ff70f5c6518,31034_node_m1_lobby_north,31034_node_stair_2_m1_lobby,1,1,3.9,,,,,,
pw_8e79026876cc1f77,31034_entrance_west_terminal_copley_st,31034_node_west_terminal_crosswalk_market_st,1,1,19.46,,,,,,
pw_8fc74bf440d6403a,31034_node_main_and_west_concourses_junction,31034_node_west_concourse,1,1,22.11,,,,,"Routes 109, 110, 111",
pw_9217bde4f27ace70,31034_node_shopping_concourse_north,31034_node_shopping_concourse_south,1,1,27.44,,,,,,
pw_95946627e1caa158,31034_node_east_stairs_bottom,31034_node_east_stairs_top,2,1,6.17,,26,,,Market-Frankford,
pw_968dd7d6d260e694,20845_boarding_westbound_dropoff_west,20845_boarding_westbound_dropoff_central,1,1,47.93,,,,,,
pw_9825bd46ac27cf2c,31034_node_l1_paid_stairs_top,31034_node_l1_paid_stairs_bottom,2,1,,,24,,,,
pw_9929d4508a502274,31034_node_l1_paid_stairs_bottom,416_boarding_l1_eastbound_central,1,1,12.62,,,,,Next Train,
pw_99435cef3ecf898e,31034_node_stair_2_m1_lobby,31034_node_stair_2_north_hall,2,1,,,24,,,,"Norristown High Speed Line | Market-Frankford Line | Routes 101, 102"
pw_a4e7903dbf8acb86,31034_node_market_st_dropoff_west_terminal_corridor,31034_node_shopping_concourse_south,1,1,29.65,,,,,Market-Frankford (Blue Line),
pw_ab92b521d1e3ec05,31034_node_m1_paid_doors,31790_boarding_m1_tracks_2_3,1,1,16.22,,,,,Next Train,
pw_af1e5e3b07116724,31034_node_north_hall_north,31034_node_north_hall_south,1,1,14.68,,,,,"Norristown High Speed Rail | Market-Frankford Line | Routes 101, 102 | Elevator","Routes 30, 65, 103, 105, 106, 123 | Exit"
pw_b38e55d16cc4d982,31034_node_main_concourse_entry,31034_node_main_concourse_junction,1,1,14.2,,,,,,"Market-Frankford Line | Norristown High Speed Line | Routes 21, 30, 65, 68, 103, 105, 106, 107, 108, 113, 123"
pw_bc447cda81b52d92,31034_node_curvy_ramp_landing,31034_node_curvy_ramp_top,1,1,15.55,,,,,,
pw_c037d2725c450ad7,31034_node_north_hall_north,entrance_69th_st_transit_center_north_terminal,1,1,7.74,,,,,"North Terminal | Routes 30, 65, 103, 105, 106, 123",
